-7.696156,43.731513
-7.691558,43.727240
-7.683990,43.728705
-7.675160,43.731635
-7.673573,43.734361
-7.674143,43.739203
-7.672475,43.743842
-7.664622,43.745917
-7.658030,43.746527
-7.641021,43.752672
-7.637603,43.739081
-7.613026,43.704291
-7.615956,43.688544
-7.607167,43.691107
-7.594594,43.703681
-7.586415,43.717963
-7.574290,43.714545
-7.565419,43.719794
-7.555776,43.727607
-7.541412,43.731635
-7.502024,43.728339
-7.490142,43.725328
-7.407623,43.691230
-7.367055,43.680080
-7.304107,43.598578
-7.256744,43.581610
-7.260162,43.577501
-7.262278,43.574286
-7.265126,43.571479
-7.271067,43.568630
-7.271067,43.561143
-7.257721,43.556667
-7.249623,43.559394
-7.242014,43.564805
-7.230092,43.568630
-7.215443,43.568671
-7.194895,43.563503
-7.156972,43.559272
-7.095855,43.560981
-7.079335,43.568630
-7.061594,43.561591
-7.044301,43.559394
-7.032338,43.553005
-7.030873,43.533230
-7.037750,43.522244
-7.048411,43.510443
-7.053619,43.496527
-7.044586,43.479193
-7.043853,43.479193
-7.038319,43.479193
-7.032704,43.495469
-7.029530,43.512152
-7.023752,43.525824
-7.010365,43.533230
-7.001373,43.556667
-6.943959,43.565985
-6.845937,43.568630
-6.830719,43.565131
-6.770823,43.568630
-6.729644,43.559760
-6.703725,43.557563
-6.648671,43.579047
-6.597727,43.575222
-6.546620,43.561835
-6.510121,43.547471
-6.499664,43.553087
-6.488271,43.555121
-6.462961,43.554958
-6.464752,43.559678
-6.467275,43.570868
-6.469106,43.575385
-6.455312,43.573350
-6.431793,43.563422
-6.417633,43.561143
-6.366119,43.568630
-6.314605,43.568630
-6.300038,43.570624
-6.273915,43.579617
-6.249989,43.584052
-6.243886,43.589301
-6.236399,43.594306
-6.222768,43.595893
-6.190989,43.578559
-6.178049,43.575385
-6.100413,43.569200
-6.084950,43.575385
-6.069163,43.569688
-6.054189,43.574571
-6.039215,43.583116
-6.023508,43.588446
-5.907379,43.588446
-5.902170,43.597520
-5.908844,43.604926
-5.913075,43.612860
-5.900624,43.623236
-5.902577,43.626492
-5.905344,43.633816
-5.907379,43.636827
-5.875152,43.636786
-5.863515,43.641425
-5.859039,43.653632
-5.852203,43.662950
-5.836334,43.662218
-5.803822,43.650499
-5.782338,43.637030
-5.727406,43.589545
-5.708852,43.568630
-5.701975,43.568630
-5.696767,43.582831
-5.689198,43.578559
-5.677480,43.561143
-5.625600,43.554958
-5.424224,43.561143
-5.393870,43.555243
-5.390736,43.541327
-5.403554,43.525417
-5.420806,43.513373
-5.413930,43.506537
-5.403676,43.511094
-5.382639,43.516384
-5.372426,43.520209
-5.365102,43.526719
-5.362213,43.533393
-5.356801,43.538601
-5.341949,43.540635
-5.299875,43.537665
-5.284006,43.533474
-5.211903,43.498358
-5.177887,43.489366
-5.091664,43.486274
-5.067698,43.481391
-5.057037,43.468614
-5.045033,43.474311
-4.975168,43.458767
-4.967112,43.460883
-4.952545,43.470079
-4.941029,43.471747
-4.930247,43.469509
-4.907623,43.460639
-4.836537,43.449774
-4.754994,43.421658
-4.734934,43.417100
-4.512318,43.402737
-4.508168,43.402452
-4.481679,43.383612
-4.460805,43.398708
-4.432525,43.402615
-4.404897,43.396999
-4.385569,43.383612
-4.379262,43.383612
-4.368764,43.396186
-4.359364,43.399685
-4.312815,43.395779
-4.188588,43.405382
-4.160959,43.421169
-4.097727,43.435614
-4.073964,43.438259
-4.029205,43.438259
-4.023427,43.440945
-4.022572,43.445746
-4.020904,43.450385
-4.012766,43.452501
-4.005686,43.450792
-3.981435,43.438259
-3.976471,43.442939
-3.971995,43.444159
-3.967152,43.444200
-3.961008,43.445095
-3.965443,43.446845
-3.974599,43.452501
-3.974599,43.458767
-3.940053,43.477118
-3.922719,43.482611
-3.906321,43.479193
-3.893788,43.484890
-3.890859,43.483710
-3.885854,43.479193
-3.856801,43.492377
-3.826731,43.497016
-3.797027,43.492743
-3.769154,43.479193
-3.812652,43.464871
-3.830963,43.456000
-3.844309,43.445095
-3.833852,43.435899
-3.829254,43.433132
-3.823842,43.430772
-3.827260,43.430040
-3.829986,43.430121
-3.831532,43.429063
-3.831288,43.424587
-3.820221,43.424262
-3.811187,43.425482
-3.796498,43.430772
-3.789540,43.435858
-3.776194,43.449652
-3.772288,43.452501
-3.763499,43.450263
-3.754140,43.440497
-3.744985,43.438259
-3.740712,43.442328
-3.743031,43.451361
-3.748891,43.460720
-3.755523,43.465522
-3.755523,43.471747
-3.741526,43.470242
-3.735748,43.468817
-3.728871,43.465522
-3.727162,43.470526
-3.725819,43.470526
-3.721425,43.471747
-3.728871,43.479193
-3.717926,43.482733
-3.688385,43.484239
-3.676991,43.489447
-3.667063,43.496649
-3.656077,43.500678
-3.579416,43.518256
-3.554351,43.516913
-3.556264,43.499701
-3.539052,43.498969
-3.525624,43.491645
-3.514719,43.483222
-3.505360,43.479193
-3.436635,43.470486
-3.431508,43.466864
-3.428293,43.461737
-3.427154,43.455634
-3.428619,43.446845
-3.432607,43.445421
-3.438873,43.446560
-3.447011,43.445095
-3.451161,43.447699
-3.460601,43.452216
-3.470041,43.454169
-3.474355,43.448798
-3.477773,43.443061
-3.485829,43.437567
-3.501698,43.430772
-3.481801,43.428046
-3.470448,43.416775
-3.461090,43.412462
-3.447011,43.430772
-3.436187,43.419013
-3.422231,43.418077
-3.392486,43.424587
-3.378041,43.422553
-3.330312,43.410346
-3.268951,43.404120
-3.223541,43.391628
-3.210520,43.389838
-3.200022,43.385525
-3.176910,43.366238
-3.150868,43.360216
-3.131500,43.355780
-3.112375,43.354071
